Hour,DayOfWeek,Temperature,Energy_kWh
23,2,33,33.19056589
4,1,23,17.92970224
7,2,16,17.58856855
9,1,26,34.93992324
16,5,18,34.82583234
8,3,18,59.17852467
21,1,32,39.15891197
18,1,29,52.73881536
13,0,33,26.79760335
7,1,27,36.22125006
8,0,33,44.87430656
21,4,31,14.73127377
10,5,20,14.38647655
22,0,30,18.33764031
0,3,38,45.98612019
13,6,26,29.63366782
4,5,33,38.02574197
20,0,19,35.59514419
13,5,31,23.34720968
3,5,37,10.65045104
21,5,15,12.7082731
22,4,39,42.23104497
0,3,38,31.31773843
21,2,37,20.18896096
22,2,24,41.1283044
18,0,29,31.09339575
7,5,37,48.92147144
14,0,35,20.51679235
20,4,35,35.17899294
14,4,25,19.03603575
8,1,27,25.49501822
20,4,19,25.00117163
8,1,15,49.16472655
9,3,38,59.38031201
19,0,26,55.57342296
20,6,25,26.34984173
8,3,31,44.55119548
2,4,18,9.751619569
19,3,29,22.03825896
10,3,39,34.53736367
5,3,23,29.08185502
1,4,35,8.691065835
6,6,34,6.572266088
17,5,33,49.5390386
1,3,33,6.350959947
16,1,26,25.00377139
10,4,19,27.70785611
11,3,24,10.27760665
18,6,31,27.60778003
21,5,19,20.83122529
23,4,36,39.27541443
6,2,30,27.81870908
19,5,21,48.70558435
5,1,23,49.33285498
20,3,17,54.56024459
23,6,29,24.54626742
0,2,30,25.08988648
16,6,32,32.84474347
10,2,28,34.94143438
21,4,17,27.53199166
17,2,26,34.01875503
20,1,23,21.05896225
16,1,21,24.33302888
6,0,23,17.55221342
16,1,27,10.81285004
19,5,32,24.47959308
8,2,19,47.14364745
16,1,27,28.56202462
19,4,18,31.41128526
21,6,16,26.19275264
21,6,30,27.15045418
7,0,23,13.77540412
16,6,23,34.34418778
6,2,20,40.14137104
0,0,25,40.61585934
12,2,36,32.11114238
22,4,38,28.02373621
18,0,36,22.74532144
23,3,15,17.95240845
18,5,18,24.19721511
16,5,27,48.37204224
12,2,37,11.07860658
15,6,27,11.82989344
7,3,27,45.03094782
18,0,16,62.47677276
17,3,23,39.46230677
0,3,38,5.243221565
13,6,22,5.060582193
18,0,21,37.01453464
14,4,18,11.45279165
17,6,32,5.827376397
1,3,17,25.88300102
21,3,20,47.43778538
16,4,26,19.57188087
17,3,26,34.75133053
5,3,35,34.35059089
18,3,22,31.29860466
3,5,36,34.2691362
0,6,36,14.55502884
7,1,15,10.49033361
22,6,18,36.56224785
6,4,35,10.10483677
2,3,25,49.86091484
9,6,17,28.25535805
9,5,27,46.73638382
18,4,39,38.51185571
13,2,31,10.68738901
1,6,36,6.252975841
0,2,36,33.0229527
22,3,24,41.30409037
22,5,35,42.89070477
17,5,26,26.72210629
6,6,29,39.98549602
7,4,35,35.27812101
0,4,24,37.59145374
22,5,28,27.16695523
2,4,27,33.50352831
23,5,19,41.24866611
22,6,20,22.9047879
7,1,38,41.26905054
21,5,16,31.64075793
14,2,36,12.4655461
4,4,31,6.110787075
2,5,18,21.32391202
18,5,28,44.60133477
0,6,24,42.79191585
14,4,17,10.73685561
7,1,39,41.00928565
1,6,17,43.83540707
2,1,29,11.78093692
23,6,20,43.32174437
13,4,31,49.61541055
23,0,26,37.7077474
13,4,36,40.31463568
10,4,34,49.74868704
15,1,38,32.24665627
3,1,25,18.85488719
19,4,39,57.68888753
4,4,18,32.65185999
21,4,20,31.15379407
20,1,15,31.4136
13,4,34,39.03504213
22,4,37,8.675027414
15,3,30,46.59291819
17,0,29,19.66205573
6,2,31,10.74985938
9,0,22,39.90649399
6,3,26,6.911145917
0,2,36,35.80817874
22,6,35,45.62174797
20,4,24,57.67683532
18,3,29,25.73162631
15,6,23,10.68220117
18,4,16,56.6045517
3,1,19,46.59144236
17,5,20,25.73014234
1,3,21,27.45370026
0,1,35,19.32179186
14,3,39,45.24193032
4,3,15,34.02063074
19,1,37,32.97132097
10,2,21,18.4452292
9,0,34,60.10400329
1,4,39,5.613531076
2,3,26,19.52269577
22,4,30,29.94605065
22,5,30,11.66978579
11,1,25,9.144443939
19,4,35,56.6874349
4,1,18,45.24819749
4,4,27,42.06228894
5,0,21,45.44545504
8,0,18,44.8900387
1,0,29,41.55161544
20,0,33,37.28191873
11,0,23,34.98205377
2,0,25,49.49759891
19,1,22,30.15774757
21,3,15,22.54548858
11,4,37,26.60213198
23,0,39,11.21069692
16,1,38,8.646737471
9,1,22,57.33752898
23,1,27,48.95574678
13,3,36,23.21262787
22,4,18,8.944242629
16,3,22,7.961529231
17,2,17,45.10931929
18,6,23,40.87164124
16,1,16,19.40122925
13,2,16,26.44075721
8,5,27,34.32368426
7,0,29,27.00660989
1,6,37,43.68003786
12,0,26,31.6535617
6,3,18,36.25941978
8,6,22,36.41018043
21,4,23,38.23276453
21,2,37,34.99776882
10,4,19,10.3802899
13,3,38,30.76892839
3,0,34,16.55345733
12,6,32,41.18430513
1,4,25,24.16719688
22,4,29,49.76078743
4,0,36,9.162519707
10,6,23,40.11565382
5,2,31,35.31657801
17,0,26,39.53744738
20,4,21,33.8388408
9,2,24,42.14245202
3,2,39,40.84288339
8,0,39,30.46435992
5,4,24,15.17149386
1,3,27,29.7972929
16,4,33,28.56036108
4,1,25,17.70181117
5,6,27,18.41340427
11,5,35,17.50303234
22,3,22,39.71804279
20,2,22,49.33553895
9,3,18,57.45877325
21,6,29,48.89628627
20,2,25,41.33739333
5,6,25,8.001224663
7,2,15,7.164153969
1,3,31,18.30492677
11,2,29,46.96450652
12,2,34,28.54458747
20,1,20,32.23039322
6,4,38,22.96250575
9,4,36,46.93677983
12,5,39,34.38273462
16,5,29,11.92637794
20,1,23,63.96642544
13,5,28,29.51475021
1,6,32,11.1059743
21,3,31,45.2135864
10,0,32,8.358729399
0,6,19,45.84809449
18,0,34,64.84545453
20,0,34,51.51943096
3,1,23,39.67012495
18,6,25,35.17862764
20,1,38,62.37095837
10,2,36,28.83712847
7,0,15,37.9574801
10,3,32,46.58484722
3,5,20,48.88309892
16,3,16,42.49419605
6,5,29,18.63578781
7,0,35,48.49463824
2,0,28,33.26537891
21,0,19,46.87891144
1,1,20,35.42472616
22,6,20,18.82575328
14,5,36,21.65110359
23,6,32,29.77122997
21,1,28,40.55066787
21,1,24,19.30921481
4,4,28,31.08790248
23,3,27,20.55312471
0,3,17,41.70962321
3,2,20,26.00276422
14,1,22,8.452527208
19,5,26,27.47236347
18,4,27,22.74971004
2,4,25,27.46863257
19,6,26,24.78517838
10,3,15,10.13629862
16,1,31,47.3471717
12,2,30,44.26947825
10,1,25,25.34389686
1,6,27,49.36123944
8,0,32,20.00839377
1,1,25,32.62907553
20,6,26,47.73926798
8,0,20,40.58493751
8,0,23,37.86265878
7,2,30,25.4922411
16,5,18,23.67321962
0,3,17,37.87216149
10,1,30,11.09099457
7,0,38,13.89376493
9,1,39,28.12332028
6,5,26,16.81117633
2,3,25,28.63662885
2,5,19,10.00439363
17,3,39,44.06761829
4,4,32,18.38126891
11,3,33,12.31420944
11,2,37,35.40295893
18,5,37,21.71388353
5,0,20,32.89858542
1,4,36,36.41892938
11,2,32,14.67124391
18,1,20,21.8883833
4,5,18,21.36404115
11,6,26,9.436740361
16,6,33,10.24150324
16,0,16,16.44175542
9,3,31,33.29605661
22,0,25,28.84866535
16,6,25,35.52763485
14,1,35,31.67469234
11,4,30,11.67621518
15,4,16,12.74387146
23,5,16,44.54461624
18,4,37,45.12585418
7,5,22,44.14720248
20,5,27,36.71959301
16,5,24,32.64800033
22,6,22,28.56485372
4,6,18,19.36055704
21,3,29,26.14619174
15,2,15,27.61208946
5,5,25,14.03469386
7,5,21,19.17546676
17,2,31,40.61343877
11,0,34,46.21047078
14,5,38,21.19073421
8,3,32,33.8137527
12,4,36,13.78387241
14,4,36,35.53210259
9,1,26,34.53948657
15,1,23,49.44872926
6,4,19,19.65581609
16,4,24,22.73612211
22,6,18,32.15003883
20,3,19,56.07579319
21,2,24,26.12833994
6,1,25,24.01952152
13,6,35,49.80370251
14,6,38,5.472213851
20,2,24,60.277938
6,6,22,11.71133717
8,3,16,55.36663743
